topic,post,context
172908,16,"21号搬宿舍的时候听阿姨,诉苦,，学校19号让二酱搬走，21号就让我们搬进去，就给阿姨留了一天打扫一层楼"
172767,13,"非常真实，年初的时候手机电池健康掉到了81%，宵宫本来想干到80-去换电池，结果一直不掉了,，前几天过保再看就掉到77%了，痛失688"
172908,10,"前面忘了…请坚持“三件套，五还要”…后面忘了,学期初反馈的，现在学期结束了，还没解决"
172878,4,大个交先
172243,16,什么祖传秘方
146483,259,需要你这样的人才
172243,8,还可以攒攒煲汤喝
172243,1,"今天搬宿舍，打扫了一天，本来以为差不多打扫得挺干净了，结果突然想起床后面没扫，映入眼帘的是大量卫生纸,生理不适，慎点,这怕不是在床上导完直接丢下来了,给了我,小小,极大的震撼"
172121,30,小黑屋枪毙完拉过来停着
146483,233,"我记得大一第一节数分课上，dsj说,我上一节课你们至少需要额外三节课的时间来自学,我觉得对所有数学课都适用，甚至更多,考前突击能把定理例题习题背下来都算烧高香了，运气好的话期末考原题类似的还能套一套，需要自己有一定理解的真不行,大牛人不适用以上内容"
146483,217,刘sir调分调破大防了
146483,215,应该是这学期进度的问题，最后BV和AC那题就是stein的习题，再多一周估计就会讲完布置完了
171872,7,对某学院还要考虑
171981,4,"自己上手,b站搜搜自己型号的拆机视频"
171894,13,主 全家 图没了
171645,32,"抽抽,荔枝？你让我拿什么荔枝！"
157790,6197,但是明天一天的雨
171203,12,寒假照着这个网站速成了一下，现在主要靠copilot和ChatGPT边做边学
171132,12,红石电路
170835,7,东中院3号楼有电梯
146483,167,"放眼整个,也是非常炸裂的"
171069,6,"宵宫用的苹果+联通tx王卡，平时感觉信号还不错，4G也挺快的，毕竟在上海，而且联通在城市区域相对优势大一些,在信号不好的地方会很明显（例如在主图楼梯间打电话经常断断续续的），不过感觉主要是苹果信号烂的原因,至于网速，平时都连校园网，没什么感知"
170961,7,麦麦晚上 23: 30 左右会关门，有次晚上吃夜宵吃到一半被赶出去了
155786,2486,快说：谢谢银狼
170584,27,同款纳西妲鼠标（关注点错误
85079,6265,赛诺上大号说话
170337,4,"物理方法,用u盘拷到主图一楼自助区打印"
170295,2,你需要这个
170275,3,直接预约天才吧
170087,12,恭祝你福寿与天齐
166540,101,"理试人少是这样安排的，工科那边就不知道了,目前看来换宿舍还是要换的，21级理试会去 D20 和 D26，搬迁方案还和原来一样,(18.4 KB),应该最后都会换吧，D26 现在好像是22级的同学在住吧，他们不换寝室总不能硬挤进去（有无相关人士来答一下"
166540,96,"数院和物院是这样的，换宿舍是没跑了，舍友可以在理试内自由组队,各位同学大家好！,请各位同学首先于学院内部自行进行宿舍组队，四人一组，组内自行确定床位号（1号、2号、3号、4号），同时确定一人为代表进行宿舍抽签。,如果想要同其他学院同学组队，请自行与组内同学协商，并取得相关学院同意，请务必确认好后再进行队伍间人员互换。,请各位同学于下周三中午12:00前填写,确定分组情况及抽签人选，学院将统一进行审核。若审核发现组内成员不一致，将退回修改。审核通过后原则上不接受组内人员变动。截至规定时间仍未组队的同学后续学院将统一分配协助完成组队。,感谢大家的理解和支持，有任何问题可随时联系我们，谢谢,相关学院特指物院"
169034,7,条纹衬衫+西装上下身+玻璃茶杯+大钥匙串
168984,28,这个话题下没有广某我是不认可的
168803,31,移焰丁真，鉴定为：纯纯的执杖
168863,13,问他玩不玩原神
90979,47,直接打开也可以，会识别成光盘
168688,32,"充分不必要吧,原生家庭有问题的大多性格有问题,性格有问题的未必是原生家庭导致的，例如校园暴力/在恋爱中被疯狂pua等等"
168688,26,能做到这些的家庭已经很不容易了吧
168754,7,狠狠滴
168754,1,"最近经常在 A300 看到一个这样式的机器人,，有时候还有同学在调试。那么它是干嘛的呢,and 能不能偷偷调戏一下"
168645,31,其实是有的，s6 s7 s8 约等于没提升，不介意买二手的话还是能大省一笔的，不放心就老老实实最新款吧
168645,16,"apple watch 绑定 iphone 使用，所以正确顺序是先买 iPhone 再买 iwatch,送人的话也不会考虑二手吧，那就不差钱就 s8 ，差钱就 se2 代，不过iwatch挤牙膏好几代了，如果不是看上s8的专属功能的话一概选se,确实是没有的"
168581,10,靠力气赚钱心里才踏实，是无数平凡人的生活信仰
168573,7,凝光邀约里她和璃月港的小学生打成一片，所以____
168484,18,素菜变荤菜了，得加钱
168311,13,￥4.5 / 个
168311,6,五餐东湖面馆有蜜枣粽子，上周刚刚吃过
168201,10,不过hd的课我只能说……自求多福
168201,8,"随机过程每学期都有开，不过在伟大的,教务的安排下，数院土著自己都选不了,给你一点小小的种姓震撼,真想选就这学期选致远hd的课，课号是一样的，要么就下学期有xdw的课"
168214,11,没有，没有，没有
157790,4838,怎么你了山东人
168196,3,这个路是要铺沥青的，修完就好了
168052,13,这也是交大
168006,39,"我也赞同这件事，但现实是还不如闭嘴,，既不给他们添麻烦，也不给自己找麻烦,是不是歪楼了"
168006,35,"完了，不会是我有问题吧,所有熟悉的人里面，家长是最不了解我的存在，在家一向是,如无必要绝不张嘴,的状态"
167959,2,水源截图？小心被封
167771,99,看视频应该是黑车先被撞，承受的冲击比较大吧，而且被两辆车夹在中间
167930,2,“这里是交大，该滚的是你们学生吧”
167810,2,来了（
167636,11,即答：自己给电脑配音
167532,12,"我掐指一算，你是,的npy"
167519,36,就是一道概念题，其实不难，不过那个时候都没细究这些
167519,31,"坐标：2021 新高考全国一,数学单选最后一个全班全军覆没,还有这张永不过时的图"
167363,37,老北京比基尼是吧
157790,4470,真是良心网站
167031,63,wc，密恐犯了，建议折叠一下
166540,86,说起来楼下纸箱子这两天不见了，不知道是不是被阿姨搬进管理室了
166540,83,等到考完试接着发接着搬，主打一个措手不及
167231,24,ps：在b站也有号，和公众号同名
167312,17,这就是你夜不归宿的理由？
167363,3,上去把他鞋踢了
59403,195,《使用……安全性》《不可用11》《立即使用》
157790,4425,不扑棱几下不是很认可
167031,25,赵高指鹿为马之后没多久秦朝就灭亡了
167031,17,做做need​
167135,5,没记住哪来的忘
167093,15,"我知道为什么了,我开了这个,的功能，以前周围亮度比较高的时候没察觉到,这次碰巧A300的隔板挡光，又坐在比较暗的角落里，于是屏幕就变暗了,这个功能居然不是像iPhone那样拖亮度条，而是直接调整最大亮度,把电脑往外移了一下突然发觉到这件事,，一关掉差点闪瞎,谢谢各位,u啦"
167093,13,"似乎不是这个原因,而且,我是win10"
167093,11,总不会是错觉吧
167093,10,"应该是最新的,还是我打开方式不对×"
167093,5,是连着电源的，也没开省电模式，亮度开到了最大
167093,1,"刚才打开电脑，感觉亮度比之前暗了好多，现在确定亮度已经开到最大了还是很暗，和手机平板亮度一对比就暗的很明显,来问问各位源友这该怎么解决嘞,等一个好心人"
157790,4300,salute!
88479,171,有种游戏里不能出现英文的美
166957,2,Apple支持预约天才吧
151860,132,茂哥怎么进去了
166011,17,"山东只学一年，合格考通过就行,因为非常简单甚至出现只上半年的情况，分完班就不学了"
166659,4,gmail+sms接码平台
166517,16,"交我盒说没有,水军"
166540,28,你屏蔽他，他就来不了了
166528,4,cy，中了一坤条
166513,7,根本难不倒他
166488,20,画脚的本子吗，还有这种好课？
166505,26,水源看乐子是这周的快乐源泉了
166305,2,"以毒攻毒,在办公室边喷浓郁香水边吃臭豆腐"
166300,5,不如直接原地解散
166290,9,"（无意冒犯）,荣誉课不能重修，可以重修同课程类别下的普通课，具体细节请咨询学院教务"
166254,86,不过有一说一，随机匹配也不能保证新舍友一定更好吧
166207,54,月球也别想让我加班！（小识音）
166248,24,有人抢饭碗！
166211,2,暑假不是统一安排集中住宿吗
166206,4,校医院好像可以租
166005,16,这不是古筝行动吗，为什么收敛
166011,7,当一门考试几乎所有人都提前交卷的时候，这就意味着挂掉这门课是一件很困难的事
85079,6123,"换夜兰行秋捏,万叶就是增伤位，主要是破盾，反正血条不长"
85079,6121,那就用大万叶——砂糖（
166012,3,"直接举办,学校内禁止任何传教"
85079,6119,"还是香菱最快，毕竟是后台，前台带个班高频e，是两个人在破盾,或许可以can can我的12-1：,上半 神鹤温莫（因为只打一间就没有带奶+温迪吸骗骗花比较紧,）,下半 万班香+纳西妲破水盾 不过需要一些练度不然dps不够,（脑测可以万叶扩水蒸发，但我手法烂全靠上半抢时间,）"
165946,3,最晚高到买下这本书的价格的时候
165945,7,你猜他为什么有预修课
165940,2,"一眼原装充电线,不如618买一根，反正就十几二十的"
165923,5,"也许你坚持声称身体不适就能开呢,，加上二阳的buff，应该不会太为难人,（纯属猜测，没有实践过）"
165923,3,开个三甲医院证明申请免修？
160221,51,"真的会因为这个理由延毕吗,经常和朋友开玩笑大不威胁jwc延毕"
165890,12,光速收敛
165830,10,圣经来了
85079,6107,"好怪哦,12-1真的恶心，换队伍重开才打过"
165394,14,水源最近收敛速度有点快
165404,15,这条有地域限制
157790,3904,"Maybe 不是趣图,把牙齿上下切掉一半露出牙神经，然后让他咬柠檬,红线为切断部分:,我就说文字能传递感觉"
4665,2033,哪来的小学生
165007,11,"难受的时候就出去走走吧，换换心情也好，一直压抑着挺累的,摘要,哭得最多的时候是推崩3主线的时候,我tm没纸了.jpg"
125564,1057,考到周五下午，这下大输特输了
165006,5,不如你俩交换一下
165005,4,抖音是这样的
164990,19,猜测是借的阳性抗原，战术新冠
125564,1051,"应该每学期例行公事吧，物院好像是明天晚上,but 12:45确实是你院想得出来的阴间时间"
164842,16,"有没有详细一些的工作内容,带孩子这种事恐怕不是这个论坛大部分人的擅长区间"
164835,43,收敛！
125564,1041,经典操作
164835,36,家里没有五千万资产一律视为普通人
164835,19,少废话，你绩点多少
164790,11,"同上,群公告,各位团长好！,2022年暑期社会实践评优答辩工作近期启动：届时评审方式为现场5分钟答辩+通讯评审（是否线下答辩后续另行通知）；,需要提交的材料：电子版总结报告、总结材料、答辩PPT（具体提交时间方式请单独联系我）；,请有意向参与【特等奖、一等奖、二等奖】答辩评审的团长于今天（10月13日）23:00前联系我，逾期视为放弃评选，谢谢！,难道是疫情可以放水？"
164790,6,"好好好，来答一波,口号视频具体有什么要求,有给的模板，也可以自己编一句,实践报告是不是必须的,是的，需要项目实践报告以及每个人的个人感想，关系到个人课程成绩认定，一定要交,下学期的答辩是不是所有组都要参加的,不是，不想评优秀不用参加，只要交好材料即可,一个团的人数是否有上限,应该是没有（招生组那么多人都行）（不太确定，不过应该不会到上限的,关于我的疑问有没有比较简明的文档可供查询,有，后期会发在团长群里，包括实践系统使用、材料要求等，可以等暑假拉好群再说,这是去年的,(11.5 MB)"
122837,23,用传送锚点
164755,2,小学生都会
164196,46,"从,开始"
164630,30,"这个板块下所有钩叉一般都有一条一样的,女,说明,以后不要卡太死能大幅提高成功率"
164697,4,：喵喵喵
164509,12,"坏了，他成,仁,宗了"
148470,332,图案内部本来就是白色的
148470,330,"为什么我透明背景的图传上来多了白色背景啊，再传一下试试,亲爱的源友：,你好，你申请的新表情(,)图片目前不符合规范，请将图片修改为透明底色，并建议修改表情ID为sjtu_sms,表情ID：sjtu_sms,表情名：数学科学学院,表情分类：学校,代指对象介绍：,列举需要使用本表情的场景,与数院有关的场景，如,补充内容：你说得对，但是,是由…"
157790,3753,NSFW
157790,3748,蜘蛛在蜘蛛网上
157790,3686,超级变异大蜘蛛
156170,55,把ddl翻译成死线到底是谁想出来的，截止时间是什么敏感词吗
164166,58,"不如直接送礼品卡，或者先打听一下对方有没有已经看好的,不然挺尴尬的"
158043,20,cy，刚刚看见创咖店员在洗手台下面接水，有没有人知道他接的什么水啊
163663,74,开始了吗，有无现场图
163663,37,cy 什么时候到tom老师
163856,10,有的包子啊，就是面皮厚，里面什么都没有
163924,24,我也经常遇到，开全局刷新一下就好了
163924,20,"去,打开ChatGPT，找一下Log in"
163924,15,全局路由-代理
163924,11,"开全局代理,从openai官网重新登录"
163724,6,"应该是加了一个斜体的效果,.,."
163790,3,车筐也会被拿走
163767,15,"64G不玩mhy游戏完全够用,但是iPad数字款百分百不推荐"
163767,4,"这个价格基本告别最新款iPad了,如果lz不介意买二手的话，可以考虑下iPad Air 4 64G + 笔，大概在这个价位,不过air4毕竟是两年前的板了，只能说确实够用，多少还是不大划算"
163407,18,怎么就给三个
155361,10025,"刚发现,原神怎么你了"
163694,5,"自己的话短时间出门（食堂，教超，拿快递等等）,出校门或者进教室图书馆这类场合就换鞋了,别人穿无所谓，脚不臭就行"
163350,47,"有没有一种可能，口味和营养并不冲突捏,有一说一好吧，上海水质就是差，你有本事跟地理环境辩去"
157502,37,A300 现在好冷
163521,27,"建议加一个,树洞,，不光是倒垃圾，有什么事情没人分享的时候，宵宫就会发推，打开锁定没人能看见，也不会影响到别人"
157790,3396,p2
163282,44,cy，自定义emoji怎么又崩了
163562,16,"曲面屏完全雷区了属于是,个人最喜欢曲边直板屏（类似 iPhone 6s ），兼顾,看起来舒服,不硌手"
163562,8,屏幕左侧右滑
163498,22,没点进来我还以为是
163458,18,有没有可能，小学生比较喜欢这种标题
157790,3360,这东西居然还能输入emoji
163485,6,诶 好像真不用，可能是我刚才卡了，我改一下
163485,4,要是能集成之前的 Microsoft 365 Copilot 就神了
163485,1,"微软在,官宣Windows Copilot功能：基于AI的全新Windows系统交互方式，实现三大功能：,整合 New Bing 和 ChatGPT，可以直接向 Windows 提问（比如：如何计划在XX的旅行）,操作电脑设置（可以组合设置，如设置黑色模式的同时再设置专注时间）,文档总结、文档查找等文档操作,Windows Copilot 将于今年6月在 Windows 11 预览版中发布，需要加入,原文链接：,（原视频请见,：Announcing Windows Copilot）,怎么仅限Win 11啊，想体验下又不想升级"
157790,3334,而你，我的朋友，你是真正的英雄
125564,1023,有些课上的还不如红课
125564,1020,"投喂一波,问卷,只填三个还是太限制了"
163362,2,"还是那句话，善用搜索功能,诶 我自己怎么不显示预览"
163353,2,今天怎么这么多bug
163350,9,"物美,价廉"
163348,4,有没有可能是源u小丑
163348,2,美联社
163326,14,乆乆乆，再怎么挣扎，结果也不会变，这个世界从来都不美好！
163323,21,你确定吗，历史也不是什么都教的
163323,18,那个时候早就毕业了吧
163229,18,"真要整理的话，无论实用性还是方便性,不如剪下来贴本子上,词组搭配就抄到小便笺本上揣兜里"
85079,6009,原来我们早就见过艾文（虽然是npc大众脸，但一定是一个人吧，是吧是吧）
163184,26,"企业参观这类应该要提前联系，问下思政能不能给发个函，人家会给安排参观的,不过相应的肯定不好水，少不了要申精品项目，要写好多好多材料、推送,宵宫去年暑假有水过一个社会实践，也许可以写一下（？）,选题,最简单的肯定是通识实践，找几个红色景点参观一下，完全可以搞成,朋友旅游,，也不需要官方的文件，小学期在上海就能做,带队老师,建议找关系好的任课老师/班主任老师挂名，就像上面说的，老师在你这挂名肯定要承担一些责任的（在培训文件里应该有写的），所以尽量找好说话的、关系好的老师，项目申请书写好给老师看下确认下,另外，老师只要挂个名字就行，后续工作基本可以自己完成,找队友,熟人/舍友/源友 etc.,只要想一起水过去就行，流程上没什么要求,By the way,,去年疫情可以线上实践来着，现在不知道什么情况,关于需要做什么,我记得学校会拉群培训的，包括实践平台使用、报销、需要交的材料要求等等，按要求做就行，主要是组长的活：,活动前写申报表,留意拍下活动照片、集体照,活动后写实践报告&其他材料（,可以用ChatGPT生成,，可惜去年没有,）,反正记P/F又不能给你挂了，把材料交上就行了，其他就是摆摆摆"
163184,5,"已经有不少社会实践的帖子了，建议善用搜索功能,想水一个很简单，自己拉朋友组个队参观个什么红色景点就行，就是麻烦点"
163178,5,开全局
163126,46,高中疫情的时候落了一个苹果在学校柜子里，回去的时候已经化成水了
163169,11,万一是MA呢（man）
163164,9,看看你干的好事
161726,91,"没有，还是充不了,放弃了hhh，也不是很需要"
163126,2,日落果
85079,5981,但是露天的船和公交车不一样吧，派蒙相对空气有在运动
85079,5980,"原地结婚！,剧透预警,我单方面宣布这次的任务和若你困于无风之地，须臾百梦并列第一！"
155786,2179,雷系 拿刀 替身
155786,2178,更新日不如穹妹的屑
157790,3081,自己给自己点一个
144302,663,这就是你早上奋起冲出宿舍的理由吗
163010,5,"关键词：校医院,即答：不能"
163000,15,源赖氏这样吗，从上学期超时被ban之后每次都是提前结束，没有试过超时
163000,1,图书馆延迟到23：30才闭馆，怎么座位预约只开到23：00，差点被记一次违约
162951,5,治不了手机，还治不了你？
162923,14,"星月相约，永远相随，一起照亮世界,——《星月》,答应我一定不要去搜下一句"
156016,215,"没什么用,的生活小技巧√"
162896,22,"这要看你的课表，毕竟一周算习题课四节，冲突的概率还是很大的,不过数院排课很多都在下午/晚上，所以从结果上来说不算很难，要多上很多课就是了"
162896,16,"只要,课表能排开,有时间上,有把握提一提分数,那想修就修呗，尤其是某些学分巨多的课,说的就是你，6学分的数分I"
162896,12,这些课二刷真的能比原来高吗
162898,2,"即答：,-考试信息查询,不会没排吧，真是的话当我没说"
162666,325,"大概删了十几楼吧,判断依据：,这一帖,324楼在时间线中是310楼"
162832,59,"澄清一下，非国内特供的,（,）从搜索联想已经开始了"
162872,4,"建议直接放问卷超链接，方便直接点开,扫码还要先保存下来"
162871,10,"你要的,也可能是嗓子不好，宵宫阳康过后经常会有点嗓子痒&咳嗽（不过应该不算,不停,&,大声,）"
148470,328,诶，为什么传上来多了背景
148470,327,"表情图片,表情ID：sms,表情名：数学科学学院,表情分类：学校,代指对象介绍：,列举需要使用本表情的场景,与数院有关的场景，如,补充内容：你说得对，但是,是由…"
162666,207,"赶,超,，剑指物院"
155786,2117,终于靠等级碾压把14层打满了，深渊的门还是不进了
161726,88,原来是用这种方式解决的吗，太离谱了
162497,18,戳啦，这是致敬
162556,6,"我的12promax 688，有ac+的话应该是免费的,上可以查到"
162556,4,官方的话不会，上周刚刚在天才吧换过
161726,84,"我也是这样付的,美区id+美元礼品卡，然后就被拒了"
161726,82,怎么支付的啊，我好像被卡了
162530,9,我都是用口袋锚点，非常方便
155786,2098,"好像削了,刚打完2级感觉比1级好打，希儿一个大能打小半管血（不过也可能只是练度好了？）"
162544,4,可以自己吃一个人呀
161726,76,可能是不同州税不一样（？），我也是3刀，地址换个免税州试试
162497,9,"你要写原神,就不能只写原神"
162332,5,"美团客服投诉,急着吃就拿一下，不急着吃直接退单重新送"
162226,17,没事，有的人大二马上过去还是这样
162175,25,"不觉得看起来像乱码吗,，尤其是全小写"
162175,17,"从z-lib上下的不加空格的pdf,vx特供：,所有的"
162185,7,超速59甚至54（大悲
162175,13,学习资料
155361,7776,"还是想不通,单位内编号,那两个字到底是什么,目交？图交？"
162132,13,不如闭嘴，啥也别说让他们干着急
161628,7,"电院相关专业,在包图,主图,摸鱼,可以约饭,男生,武装直升机"
162020,7,网上说美区id在设置中登录会被封号，我就没去尝试，还是重新注册了一个只用在AppStore里的
162020,5,"谢谢你！搞定了！,and我找到了我失败的问题：,在App Store检查账户的时候不用选择银行卡，只填写收货地址就行,购买礼品卡的时候需要登录国区id"
162020,1,"宵宫之前的美区id莫名被停用了,，今天想重新注册一个，结果卡在添加付款方式这里，买礼品卡的时候提示,Your payment authorization failed on card •••****. Please verify your information and try again, or try another payment method.,ps：卡是中行的visa借记卡,求助各位源友这该咋解决嘞"
161928,8,设置里可以改回中文
161810,5,甲亢id&密码
161726,45,淦 刚要下发现我的美区id被停用了
155361,7037,"血腥图,慎点,鼠鼠榨汁"
161605,6,不超出校园承载能力情况下
161412,45,这种情况我们一般称为：三渲二
161395,73,"又赢，,有"
161189,2,放弃助人情结，尊重他人命运
85079,5934,"深渊退环境了，现在是铁道时间！,上班绫妲久柯莱，下半神鹤,重开高度集中在被挤模兽撅死"
155786,1921,哥们在这跟你说唱
159037,23,什么阴间时间
161097,42,两周前测还是istj来着，除了铁i其他三个完全随机
161074,2,"帮顶,lz记得改昵称防止开盒"
161080,4,正确滴
161052,5,"什么富哥行为:(,平板不贴膜是因为,使用场景主要在桌面,平时扣上保护壳，屏幕很少会直接接触外面,贴膜写字手感大幅下降,手机不贴膜就等着刮花吧"
161052,3,推荐不贴膜
161046,26,某老师：这本书写得非常之烂，我们上课就不按它来
155786,1901,希儿：你今晚最好睁着眼睛睡觉
155786,1899,买体力了吧，纯白嫖刚46
161039,11,"来了,18:30-18:50在四餐一楼吃晚饭,吃烧鸭饭,黑色T恤,蓝色牛仔裤,背黑色书包,短发,不戴眼镜,对面座位坐着荧光绿T恤,男生,By the way, 多短算短发，露出额头吗"
160901,13,蜘蛛在图一和图二
125564,981,cy
160759,8,"感觉没信息判断出地域已经是极限了,有电话号码直接就可以开出归属地"
160784,13,单身久了是这样的
160784,8,"好好好,身高160+,不比lz高(187-),年龄差三岁以内(20±3),身材尚可,颜值尚可,外向（熟人面前e，陌生人面前i）,三观正常,眼缘,女"
160742,16,"噫！好！我没过！,我没考啊，那没事了"
155786,1842,姬子温柔地注视着你，不再言语
160584,8,"大概是惯犯,，早八下课经常看见地上有一滩水"
160582,2,问一下阿姨是不是某个宿舍楼的阿姨帮忙收进去了
160519,73,忽略的内容
160452,31,"从中考体育之后身体素质就开始稳步下降了,现在腰和颈椎可能已经到四五十的水平了，稍微坐一会就要腰酸背痛"
85079,5924,完！全！胜！利！
160349,5,还要容易抢到
157790,1544,耳机：我裂开来o.0
160332,17,人，出列！
85079,5894,但是pv的cv表里有空——龙哥
160304,6,这些不在我们的培养计划之内
155786,1752,啊？
157790,1519,位置：上院西边
160277,3,没看懂，有人翻译成中文吗
155786,1740,"镜流 → 拉格纳,景元 → 姬子,彦卿 → 琪亚娜"
160182,3,主图 全媒体服务区，不过有点难抢
160031,42,全选中有个引用
157790,1404,蜘蛛在这
160031,40,"回避性依恋？快跑！,别问我怎么知道的"
159959,23,感觉比我预想的还低一点
159989,13,"投诉举报一条龙,By the way 美团投诉之后可以拉黑骑手来着，直接拉黑让他不能给你送"
160004,1,发生什么事了
149905,17,愣了老半天才注意到你俩不是同一个人
159449,32,"2023年5月9日,2023年5月10日,2023年5月11日 旅行者啊旅行者，你怎能如此堕落，从明天开始，坚持完成每日委托，清空160点体力,2023年5月12日,我先来贴豆,玩,玩的"
159911,19,建议头像申个表情，下次贴比较省事
159911,18,"三件套,五还要"
159881,37,"也许能争一波最少？,不过要坚持到最后一场，还要接着六级"
159865,69,你说的不会是我吧
159763,17,前些年小学那片改造，已经砸光光嘞
159761,13,无所谓，东区教超会出手
159508,75,为什么不能是比电脑方便，比手机屏幕好
159702,18,"星座不就是高中做题：有的没的全写上，肯定能中一两条,我就不信出生日期和性格有任何联系"
159685,12,前情提要：川大将男厕所改成女厕所
159508,24,"iPad只推荐Air和Pro，加点价格上m1 pro或者air 5都比标准款要赚,以及ipad核心竞争优势主要是手写体验（pencil+gn/nb这几个软件）&iOS多设备协同，没有这些需求还是不推荐花这个价格的,补充一条，iPad玩,和,比手机好多了，也许会有这方面考虑（？）（不清楚安卓板的情况，就不做对比了）"
157790,1125,大道都磨灭了
85079,5880,种门圣女最后的狂欢，白术池子不如白送的希儿
159512,17,贴豆达人太搞笑了
159352,120,真的吗
159319,147,勾起了一些不好的回忆（指21年山东高考听力）
159318,215,上了十五年小学是吧
155786,1605,"将军有规定任期吗，忘记有没有提了,景元：这是我…"
157790,1052,娘化大伟
159318,184,要是早知道大学是这个样子，我一定使劲摆烂
159319,61,每到这个时候就要搬出
159318,110,"宵宫来自山东省某市一中，话虽如此，分数上基本经常被各县中吊锤,（大概说到这就能盒出来了罢,）。我高中感觉就是那种，卷也不想卷，因为在高考大省又不能躺的那种，整个气氛就比较佛。包括但不限于,没有校服,有很多活动，社团、篮球赛、英语话剧、成人礼等等（可惜我这一级很多都被疫情鸽掉了）,到高三上午下午最后一节会早下课五分钟让大伙抢饭,周末单周放半天，双周放两天，寒暑假基本都是完完整整的放满,周末上课也只是上自习，原则上安排了老师上课，但基本就讲个半节课，主要还是自己上自习，周六晚上固定放片：新闻周刊、航拍中国（仅限选地理的班,），有时候也会放电影,就是因为这些原因，我的高中在各路家长眼里一直都是备受批斗的，虽然他们都会push自家小孩考进来就是了,，而且不搞尖子班，高考高分的很少，我这一届只有一个化学金牌去了,，c9也就10个上下，不过一本率99%+，985率我记不清了，不过身边统计学上感觉不算太低吧，当然比起楼里很多源u的高中肯定排不上号的,不过对我来说，我还是很感谢我的高中的，本摆子肯定是受不了县中那种高压环境的，而且宵宫父母都是老师，对那种环境可以说是趋之若鹜，所以于我而言，高中给了我一个暂时远离他们的机会，在这里遇到了非常好的老师和朋友，,否则今天可能就没有我了,另外，来你交后越发觉得，高中的校训写的比你交高出好几层,，怕盒就不写在这了,转折来了,上个学期听闻原来校长退休的消息，真的感慨万千。在我印象里，他是一位我非常喜欢并且尊敬的校长。之前听母亲说，甚至初中已经开始卷时间了,，在那种环境下，是老校长一直在坚持不学衡水模式，给了我们一个这样的环境；在他走后学校各方面迅速变动，新来的,沙卵,校长大刀阔斧搞衡水模式，订了校服，甚至食堂质量也大不如前（宵宫高中毕业饭卡还留了钱想以后回来吃几次的，结果没机会了,）"
155786,1571,"打完世界五才发现是一级，打卡妈的时候还在想怎么比刚才的史瓦罗好打这么多,出来一看均衡4才开放"
125564,958,"好像是不存在的课（？）,只有一个课号MATH3809，教学信息服务网上也搜不到"
158934,116,时雨绮罗食雪那段实机属实是惊到我了，六年老游戏还能给我整个这么精细的演出，大概是崩铁技术反哺吧
158934,112,"放心，主线都是试用角色,b站有录屏区up来着，可以,一下"
158934,93,"是工作，,是生活,自从铁道开服后我就打深渊上线了一次"
157790,957,回他：挂得住吗
119701,608,"错误的，,会给你一点小小的,震撼"
155786,1511,"智械危机,多图预警,一定是mhy干的！,就这，就这？,仙舟款美式霸凌,每日迫害团长,机器鸟也会高潮吗"
155786,1509,"这是开拓之道的一部分！,．"
158934,48,"未经证实,传说mhy是分了好几个组同时做三四个版本内容的，这样不容易影响版本更新周期，比如哪张地图没做完就往后稍稍，就出现现在一版本封神一版本生产答辩的情况"
158934,42,"sb不愧是1.0就登场的ch亲爹，答辩中的答辩,沙卵ch把,卖了也要洗他"
158934,16,"来一波正义切割,3.2及之前是纳西妲，3.3之后是策划亲奶奶（sb是策划亲爹）"
158910,154,水源的大门只会越来越打开
158910,132,"急急急,怎么还没关"
158910,41,话说这是什么&从哪里看的，有无源友答疑解惑
158910,31,"今日我们相聚于此，是为了庆祝,用户的离去，他们的离去，值得足足十分钟的停,缅怀"
158785,4,细说超过
158779,11,平板少=电脑多，醒着基本都在看屏幕
158335,26,不然还有哪个球
155786,1381,"雷神肯定是开大回战技点,将来,肯定有一个菊花花配音的、紫发的、拿太刀的、攒战技点的角色"
157790,681,不应该挖到基岩吗
158561,51,"这不保送,？"
158335,22,"那就学,吧"
158557,128,高中就混成源友的样子，未来可寄
158561,22,"你就等着被挨揍吧,感谢楼下指正"
158557,56,十分钟憋死我了
158561,18,不玩星穹铁道是吧
158557,30,水源是校内论坛啊，就算这些高中生能来交，在考大学之前能算校内人员吗
158547,62,都骗进来了谁管你啊
158547,3,"他们就不怕高中生看完,不报交了吗"
158532,112,"各位在发言前先看看lz背景罢,摘要"
157790,642,没看懂，有无大风纪官
158532,78,"过合格考还需要学吗，想当初政治历史只写了选择题，最后都合格了,我政治历史平时考只有60+的,当时合格考印象最深刻的就是趴桌上睡到腿软,坐标某高考大省，合格考平均分大概只有十几分,都能在这发帖了，除非睡过头不然我不信会不合格"
157790,556,好细好长的腿
85079,5842,急需把树脂兑换成开拓力，2：1也行
158365,6,"cy，每天都想念在家吃的烧烤,不过感觉在这很难会见到,and喜欢我按串卖的小肉串吗"
158342,3,体育理论考群1049082597
157790,489,NSFW建议隐藏一下，差点社死
155786,1245,"巡猎助战真的牛，可可利亚的柱子全靠技能炸掉，拿到核心刻印直接回两个充能还能接着炸,摘要,好臭的刻印数"
157790,359,我还以为在视频的4分30秒，一拉到最后了
144302,545,芽衣大战爱莉，我怎么会做这样的梦
158029,25,"大,个交再,学"
158043,14,版本落后了，应该贴
155786,1201,"乱转（即答,转不出来就多转几下,手动插钟离柱子"
